Problem,Worker ID,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class
CR_Conf,A1VFRCYMWGWWCZ,34,Female,Right,High School/GED,1000 minutes,4,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A1VJ4ZOXP9PUCP,29,Female,Right,College,Infinity,2,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A1VKVBVPK57OD5,31,Female,Right,College,1000 seconds,6,21-30%,0-10%,11-20%,21-30%,11-20%,31-40%,11-20%,21-30%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A1VR49TB3Q4BV8,24,Male,Right,College,1 minute,6,31-40%,31-40%,31-40%,41-50%,51-60%,41-50%,31-40%,31-40%,41-50%,41-50%,51-60%,Non-Solver
CR_Conf,A1VSHM4NLZ705D,39,Male,Right,High School/GED,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,81-90%,Non-Solver
CR_Conf,A1W0RFLBR5FSPD,28,Male,Left,Graduate Degree,1000 hours,10,61-70%,0-10%,0-10%,0-10%,0-10%,61-70%,51-60%,31-40%,11-20%,41-50%,31-40%,Non-Solver
CR_Conf,A1WFTVEEPWWLMU,45,Female,Right,Graduate Degree,There is no way to know without additional information,7,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,51-60%,51-60%,31-40%,61-70%,61-70%,Non-Solver
CR_Conf,A1WFX002RMZY7N,43,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,11-20%,21-30%,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A1WH32GYQOHIRQ,53,Female,Right,High School/GED,Infinity,6,21-30%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,Non-Solver
CR_Conf,A1WJU1IQ3UTRC6,39,Male,Right,High School/GED,Infinity,8,21-30%,0-10%,21-30%,11-20%,41-50%,31-40%,51-60%,61-70%,71-80%,81-90%,0-10%,Non-Solver
CR_Conf,A1WKF2VH7TV0H2,23,Female,Right,College,1 hour,7,11-20%,0-10%,41-50%,11-20%,21-30%,41-50%,21-30%,0-10%,0-10%,31-40%,51-60%,Solver
CR_Conf,A1WWDLR9F8RBMN,49,Male,Right,Graduate Degree,There is no way to know without additional information,10,51-60%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,0-10%,0-10%,0-10%,31-40%,Non-Solver
CR_Conf,A1WYMR7MGOCO83,39,Male,Right,High School/GED,Infinity,7,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,Non-Solver
CR_Conf,A1WZ7YAPM1K559,25,Male,Right,College,1 hour,8,61-70%,51-60%,71-80%,41-50%,31-40%,21-30%,11-20%,21-30%,0-10%,0-10%,0-10%,Solver
CR_Conf,A1WZBK5PRHBW3H,57,Male,Right,High School/GED,1 hour,5,21-30%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver
CR_Conf,A1X2NKYJNHB1A5,43,Female,Left,College,Infinity,3,11-20%,0-10%,11-20%,21-30%,21-30%,21-30%,41-50%,51-60%,61-70%,81-90%,91-100%,Non-Solver
CR_Conf,A1X4HV5XW7EMA2,32,Male,Right,Graduate Degree,1000 minutes,5,21-30%,21-30%,61-70%,41-50%,71-80%,41-50%,21-30%,41-50%,11-20%,21-30%,41-50%,Non-Solver
CR_Conf,A1X8YRYS8MBDWX,65,Male,Right,College,Infinity,6,11-20%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A1XK77VP2S13YC,47,Male,Right,College,There is no way to know without additional information,7,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A1XOORV7G5IVGI,71,Male,Right,High School/GED,1000 seconds,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A1Y4C2TYJFRF1G,52,Male,Right,College,There is no way to know without additional information,5,21-30%,0-10%,11-20%,21-30%,41-50%,31-40%,51-60%,61-70%,71-80%,81-90%,81-90%,Non-Solver
CR_Conf,A1Y6YA93AFCHPY,59,Female,Right,Graduate Degree,1000 hours,8,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,Non-Solver
CR_Conf,A1Y9395AXC1FS0,36,Male,Right,College,There is no way to know without additional information,10,11-20%,0-10%,0-10%,0-10%,31-40%,0-10%,31-40%,41-50%,51-60%,31-40%,71-80%,Non-Solver
CR_Conf,A1YBG1VIIO80DZ,33,Female,Right,College,1000 hours,3,31-40%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,0-10%,11-20%,41-50%,Non-Solver
CR_Conf,A1YBX7P5PY8LL,37,Male,Right,Graduate Degree,There is no way to know without additional information,8,41-50%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,Non-Solver
CR_Conf,A1YBZWXXW358IF,64,Male,Right,High School/GED,1 hour,2,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A1YE5MMN372OQC,42,Female,Right,College,1000 hours,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,0-10%,Non-Solver
CR_Conf,A1YFLIT0E5OJG4,56,Male,Right,High School/GED,There is no way to know without additional information,9,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,51-60%,Non-Solver
CR_Conf,A1YGF0LJJGB30G,38,Male,Both hands are equally strong,High School/GED,1000 hours,2,21-30%,0-10%,0-10%,0-10%,31-40%,0-10%,21-30%,51-60%,41-50%,21-30%,21-30%,Non-Solver
CR_Conf,A1YP6FLJ18FJHN,26,Female,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,51-60%,71-80%,21-30%,31-40%,51-60%,41-50%,Non-Solver
CR_Conf,A1YQRXE5CBVBHV,28,Male,Right,Graduate Degree,1000 seconds,8,11-20%,71-80%,61-70%,91-100%,81-90%,71-80%,61-70%,91-100%,81-90%,61-70%,71-80%,Non-Solver
CR_Conf,A1YU4SBBNGGP75,28,Male,Right,College,1000 minutes,7,31-40%,0-10%,0-10%,51-60%,51-60%,71-80%,61-70%,51-60%,71-80%,71-80%,51-60%,Non-Solver
CR_Conf,A1YXJR7PNV16LV,45,Female,Left,College,There is no way to know without additional information,4,21-30%,0-10%,11-20%,31-40%,31-40%,31-40%,21-30%,0-10%,0-10%,0-10%,51-60%,Non-Solver
CR_Conf,A1YZ0ETOCJO1B2,35,Male,Right,College,1 hour,2,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A1YZJTC04W0A01,30,Male,Right,High School/GED,1000 hours,4,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A1Z3JC2PWOL1NY,62,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,11-20%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A1Z6Z8DLHRO46O,40,Male,Left,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A1ZD8RU6YB0VEU,25,Male,Left,High School/GED,There is no way to know without additional information,10,21-30%,0-10%,0-10%,11-20%,21-30%,21-30%,31-40%,31-40%,31-40%,61-70%,31-40%,Non-Solver
CR_Conf,A1ZD9SJXQ9C6EW,26,Male,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,21-30%,11-20%,41-50%,51-60%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A1ZEKTR4YBTMVO,23,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A1ZGUINLRI34VO,28,Male,Right,Graduate Degree,1 second,7,61-70%,71-80%,51-60%,81-90%,81-90%,51-60%,21-30%,11-20%,41-50%,71-80%,41-50%,Non-Solver
CR_Conf,A1ZH3ZHSDR0EDZ,25,Male,Right,College,1 hour,8,21-30%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A1ZHVMG4DXPLHL,27,Female,Right,College,Infinity,10,31-40%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,21-30%,21-30%,31-40%,31-40%,Non-Solver
CR_Conf,A1ZMXWYKWSH0I8,66,Female,Right,Graduate Degree,1000 hours,7,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A205N2LYF7T1LM,31,Female,Right,College,1000 hours,2,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A207IHY6GERCFO,35,Male,Left,College,1 hour,5,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,21-30%,11-20%,Solver
CR_Conf,A209KJOPCV44TQ,26,Female,Left,Graduate Degree,Infinity,10,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,31-40%,Non-Solver
CR_Conf,A20AZHMLAM1MHV,26,Male,Right,Graduate Degree,1000 seconds,6,41-50%,0-10%,61-70%,51-60%,41-50%,31-40%,21-30%,11-20%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A20C7ZLLE41JUO,33,Female,Right,High School/GED,1 hour,9,61-70%,0-10%,0-10%,0-10%,0-10%,51-60%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A20FTMW1E6AR1T,33,Male,Right,College,Infinity,9,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,71-80%,61-70%,Non-Solver
CR_Conf,A20K99JZE0L8HU,22,Male,Left,College,There is no way to know without additional information,10,41-50%,11-20%,21-30%,11-20%,0-10%,11-20%,0-10%,21-30%,31-40%,21-30%,11-20%,Non-Solver
CR_Conf,A20N1NK5X5S88F,32,Male,Left,High School/GED,There is no way to know without additional information,10,61-70%,21-30%,21-30%,31-40%,31-40%,41-50%,11-20%,0-10%,0-10%,0-10%,61-70%,Non-Solver
CR_Conf,A20RVM3V1A3DKX,55,Male,Right,High School/GED,1000 hours,2,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A20SXG1DHDIDI7,46,Female,Right,High School/GED,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A218V56FZZD9B8,23,Male,Right,High School/GED,1000 hours,6,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A21C13L3DKZJW1,41,Male,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A21C7LCEX3EYQH,45,Female,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,81-90%,81-90%,Non-Solver
CR_Conf,A21P6KJJT0SLXQ,35,Female,Both hands are equally strong,College,1 minute,10,81-90%,61-70%,31-40%,51-60%,41-50%,51-60%,61-70%,71-80%,81-90%,41-50%,41-50%,Non-Solver
CR_Conf,A21SF3IKIZB0VN,72,Female,Left,Graduate Degree,There is no way to know without additional information,10,81-90%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,81-90%,Non-Solver
CR_Conf,A21UA6O7ZFAIQJ,36,Male,Right,College,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,11-20%,Non-Solver
CR_Conf,A21ZMR7O42OSMI,38,Female,Right,High School/GED,1000 hours,3,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A224B7BAQ0MZSN,24,Female,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,11-20%,Non-Solver
CR_Conf,A22A52DRIIEV6K,32,Male,Right,Graduate Degree,2000 hours,6,61-70%,31-40%,51-60%,61-70%,71-80%,81-90%,81-90%,21-30%,81-90%,31-40%,21-30%,Non-Solver
CR_Conf,A22FYR6PQNQXDA,32,Female,Right,College,1 hour,2,21-30%,11-20%,11-20%,21-30%,21-30%,31-40%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver
CR_Conf,A22JV1E02E0VQO,28,Male,Right,College,1000 hours,9,11-20%,0-10%,0-10%,61-70%,71-80%,51-60%,61-70%,61-70%,81-90%,61-70%,51-60%,Non-Solver
CR_Conf,A234SQAJKIG8VD,38,Male,Right,Graduate Degree,1000000 hours,7,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,21-30%,21-30%,Non-Solver
CR_Conf,A235DXY5FJN0IW,28,Female,Left,College,1000 minutes,5,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A2393VG74LGXWN,29,Male,Right,College,1000 seconds,7,41-50%,11-20%,41-50%,51-60%,31-40%,71-80%,51-60%,31-40%,41-50%,51-60%,41-50%,Non-Solver
CR_Conf,A239EUWY6SNDEZ,37,Female,Left,College,2000 hours,2,21-30%,0-10%,11-20%,21-30%,41-50%,31-40%,51-60%,41-50%,31-40%,51-60%,41-50%,Non-Solver
CR_Conf,A23BQ23YJE0VYL,29,Male,Right,High School/GED,1000 hours,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A23KAJRDVCVGOE,40,Male,Left,High School/GED,1 minute,2,11-20%,0-10%,11-20%,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,Non-Solver
CR_Conf,A23MUEBG3CX8ZH,34,Male,Right,College,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A23OS0HQ12VVOR,31,Male,Right,High School/GED,1000 hours,5,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,41-50%,31-40%,11-20%,0-10%,11-20%,Non-Solver
CR_Conf,A23Q978GYHTPD3,25,Male,Right,Graduate Degree,Infinity,6,51-60%,21-30%,31-40%,41-50%,31-40%,31-40%,51-60%,31-40%,41-50%,61-70%,71-80%,Non-Solver
CR_Conf,A23S3TBFRILU5H,33,Female,Right,Graduate Degree,1000 hours,1,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A240OTT1T85UGT,35,Male,Right,College,There is no way to know without additional information,9,31-40%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,31-40%,Non-Solver
CR_Conf,A247LQ2UQW4LH0,34,Female,Right,College,Infinity,5,11-20%,0-10%,0-10%,11-20%,21-30%,31-40%,21-30%,31-40%,0-10%,21-30%,0-10%,Non-Solver
CR_Conf,A247NH2O6XIL28,25,Male,Right,College,2000 hours,7,21-30%,61-70%,71-80%,61-70%,61-70%,71-80%,61-70%,51-60%,61-70%,51-60%,61-70%,Non-Solver
CR_Conf,A247PDSKLZU86P,32,Male,Left,College,There is no way to know without additional information,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2482SLAY120J2,65,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,11-20%,0-10%,61-70%,61-70%,Non-Solver
CR_Conf,A248QG4DPULP46,64,Female,Right,College,There is no way to know without additional information,10,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,71-80%,Non-Solver
CR_Conf,A24OFVJG4SHSWU,28,Male,Right,Graduate Degree,1 minute,9,31-40%,61-70%,71-80%,61-70%,51-60%,61-70%,51-60%,61-70%,51-60%,61-70%,51-60%,Non-Solver
CR_Conf,A24RGLS3BRZ60J,33,Female,Right,High School/GED,1000 hours,5,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A2541C8MY0BYV3,29,Male,Right,College,1 hour,4,41-50%,11-20%,11-20%,31-40%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,31-40%,Solver
CR_Conf,A258MR1IS96JEP,35,Male,Left,High School/GED,1 second,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A25CFVQND4A0EV,24,Male,Right,High School/GED,1 hour,1,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver
CR_Conf,A25DP39XRZDLQM,26,Female,Right,High School/GED,1 hour,2,21-30%,11-20%,21-30%,31-40%,41-50%,31-40%,21-30%,11-20%,21-30%,21-30%,41-50%,Solver
CR_Conf,A25FH7PXC446RG,52,Female,Right,College,Infinity,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,51-60%,0-10%,Non-Solver
CR_Conf,A25R2OI9L2Q1OW,44,Male,Right,College,1000 seconds,10,31-40%,0-10%,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A25RPYFIZRW6HN,32,Male,Right,High School/GED,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,Non-Solver
CR_Conf,A25ZZOSL7MVU22,27,Male,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,51-60%,0-10%,0-10%,21-30%,11-20%,Non-Solver
CR_Conf,A26A4HEBGP2MOX,40,Male,Right,College,1000 hours,7,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A26MHSME6PFECG,27,Male,Right,High School/GED,There is no way to know without additional information,7,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,41-50%,71-80%,Non-Solver
CR_Conf,A26N7JWACRX7BW,29,non binary,Right,College,There is no way to know without additional information,4,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A26NGLGGFTATVN,37,Male,Right,High School/GED,Infinity,5,21-30%,0-10%,11-20%,0-10%,21-30%,21-30%,31-40%,31-40%,51-60%,41-50%,31-40%,Non-Solver
CR_Conf,A26RO8GGTQAXGG,55,Female,Right,College,Infinity,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A26TY8FHMJ183C,29,Male,Right,College,1000 hours,2,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,0-10%,11-20%,Non-Solver
CR_Conf,A270HX8LH9LJ8W,37,Male,Right,Graduate Degree,1 hour,7,31-40%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,Solver
CR_Conf,A271V19C06841K,32,Male,Left,College,1000 hours,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A27CRMVD7S41J,35,Female,Right,Graduate Degree,There is no way to know without additional information,3,31-40%,51-60%,41-50%,21-30%,71-80%,11-20%,31-40%,61-70%,81-90%,41-50%,41-50%,Non-Solver
CR_Conf,A27RS192S3Q5EW,54,Female,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,21-30%,31-40%,21-30%,21-30%,71-80%,Non-Solver
CR_Conf,A27ZE20JZ3VDUP,27,Male,Right,College,1 hour,5,31-40%,11-20%,11-20%,41-50%,51-60%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A287E47V4ZVZ6D,28,Female,Right,Graduate Degree,1000 hours,8,81-90%,0-10%,0-10%,41-50%,51-60%,71-80%,81-90%,61-70%,51-60%,61-70%,41-50%,Non-Solver
CR_Conf,A289D98Z4GAZ28,49,Male,Right,Graduate Degree,1 hour,2,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A289S5O8KN4JYI,33,Female,Right,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,0-10%,61-70%,21-30%,11-20%,0-10%,31-40%,51-60%,Non-Solver
CR_Conf,A28A7NZUJWGZ7Q,32,Female,Right,College,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A28F1ZWZ9H0RHA,34,Male,Right,College,There is no way to know without additional information,4,11-20%,0-10%,11-20%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,41-50%,Non-Solver
CR_Conf,A28N0N4A0UP1XH,28,Male,Right,Graduate Degree,1000 minutes,8,71-80%,0-10%,0-10%,71-80%,61-70%,71-80%,71-80%,61-70%,71-80%,51-60%,71-80%,Non-Solver
CR_Conf,A28P3ZGZB3XG9P,50,Female,Right,Graduate Degree,1 minute,6,11-20%,11-20%,21-30%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A28PSBVTD53WQV,22,Male,Right,College,There is no way to know without additional information,7,51-60%,71-80%,51-60%,41-50%,41-50%,61-70%,61-70%,51-60%,51-60%,71-80%,71-80%,Non-Solver
CR_Conf,A28ZPY6D5AS7GZ,46,Male,Right,High School/GED,1000000 hours,4,11-20%,81-90%,91-100%,71-80%,0-10%,61-70%,11-20%,51-60%,21-30%,31-40%,41-50%,Non-Solver
CR_Conf,A291ANCQDMM2QE,48,Female,Right,High School/GED,Infinity,3,51-60%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,21-30%,51-60%,21-30%,Non-Solver
CR_Conf,A2930JNK5X98HQ,26,Male,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A293TIAVWJX7KC,37,Female,Right,Graduate Degree,1000 hours,5,11-20%,21-30%,41-50%,31-40%,41-50%,51-60%,61-70%,61-70%,51-60%,11-20%,21-30%,Non-Solver
CR_Conf,A298GPAEHRSV9J,28,Male,Right,Graduate Degree,1 second,9,61-70%,61-70%,31-40%,51-60%,31-40%,41-50%,31-40%,31-40%,21-30%,41-50%,31-40%,Non-Solver
CR_Conf,A29LQXBCJLIG1H,24,Male,Right,College,Infinity,10,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A29M7C2GYXB3OM5,54,Female,Right,College,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,31-40%,11-20%,21-30%,0-10%,11-20%,11-20%,31-40%,Non-Solver
CR_Conf,A29RRZYB15066A,27,Male,Left,College,1000 hours,3,41-50%,0-10%,0-10%,11-20%,11-20%,21-30%,31-40%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A29SMGPDP7K9NU,28,Female,Right,College,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,31-40%,0-10%,Non-Solver
CR_Conf,A29V2XPA9H2NAN,32,Female,Right,High School/GED,1 hour,4,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,Solver
CR_Conf,A2A0M8N8ZCZBBL,40,Male,Right,College,2000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2A3WIYPZD8XSC,46,Female,Right,College,1000 hours,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,0-10%,0-10%,Non-Solver
CR_Conf,A2A4DJKCY4T6N5,38,Male,Right,Graduate Degree,1000 minutes,6,41-50%,41-50%,41-50%,41-50%,41-50%,41-50%,51-60%,51-60%,41-50%,41-50%,41-50%,Non-Solver
CR_Conf,A2A8YVGW9PSY25,32,Female,Right,High School/GED,1000000 hours,10,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2A91NSJ5LMGOT,28,Female,Right,College,Infinity,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,0-10%,Non-Solver
CR_Conf,A2AGDF3VY0L1QP,32,Male,Right,Graduate Degree,Infinity,9,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2AU67VHVTA68M,44,Female,Right,College,Infinity,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2AUMGW4F3G1OF,31,Female,Right,College,Infinity,9,21-30%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,71-80%,Non-Solver
CR_Conf,A2B227N1NQYS56,33,Male,Right,High School/GED,1000 hours,4,31-40%,21-30%,51-60%,21-30%,31-40%,41-50%,61-70%,31-40%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2BHZNAKEDRYCB,42,Female,Right,College,1000 hours,4,21-30%,0-10%,71-80%,0-10%,71-80%,21-30%,41-50%,51-60%,81-90%,91-100%,91-100%,Non-Solver
CR_Conf,A2BIRTV9HI6M5Z,27,Male,Right,Graduate Degree,1 hour,9,31-40%,0-10%,0-10%,31-40%,21-30%,41-50%,0-10%,21-30%,11-20%,21-30%,31-40%,Solver
CR_Conf,A2BN1CX0PTWBXW,36,Male,Left,College,1000 minutes,3,21-30%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,11-20%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2BTDUJFLSBN8E,31,Male,Right,High School/GED,Infinity,3,11-20%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,0-10%,21-30%,11-20%,Non-Solver
